date,unemployment_rate,gdp_growth,stock_index,retail_sales,year,month,quarter,day_of_week,day_name,month_name,is_weekend,unemployment_ma7,unemployment_ma30,gdp_ma7,gdp_ma30,stock_ma7,stock_ma30,retail_ma7,retail_ma30,unemployment_change,gdp_change,stock_change,retail_change,economic_status,gdp_status,stock_status
2020-08-17,8.0,-0.8133908768436419,886.6069915634841,33082.26997869492,2020,8,3,0,Monday,August,0,8.0,7.804255183651855,-0.3005108372952748,-0.6867184647547316,901.7487825326156,907.0706496794222,33592.317782101214,33181.53313430291,0.0,-1.3908441566071161,-1.1741901095991825,-0.7642982423518574,Xấu,Suy thoái,Thấp
2020-08-18,8.0,-2.02651529941106,903.9890902244064,30399.63755518248,2020,8,3,1,Tuesday,August,0,8.0,7.811539012258762,-0.614198107274808,-0.7037341504611878,896.3951140316557,907.1074985766281,33014.24748101744,33157.748581679494,0.0,-1.213124422567418,1.9605190153384466,-8.108973251352058,Xấu,Suy thoái,Trung bình
2020-08-19,8.0,-2.523186904783775,883.2323445818523,33631.635625193565,2020,8,3,2,Wednesday,August,0,8.0,7.831717307866418,-0.8527553345915362,-0.7442013098383591,888.8289819725987,906.3264429577229,33526.025000753914,33243.344631352295,0.0,-0.49667160537271515,-2.2961278921409756,10.631699355442148,Xấu,Suy thoái,Thấp
2020-08-20,8.0,-1.065750261072988,883.344014199204,38143.47120832177,2020,8,3,3,Thursday,August,0,8.0,7.834159746610682,-0.8059569701266257,-0.716572741800142,886.3263633313358,905.9581150751911,33784.32723225389,33475.433444123766,0.0,1.4574366437107868,0.012643288941660558,13.415450956385765,Xấu,Suy thoái,Thấp
2020-08-21,7.890595829875126,-3.198805956620082,913.2004335016,30993.837326942168,2020,8,3,4,Friday,August,0,7.9843708328393035,7.830512940939854,-1.126705899380373,-0.796418099571197,894.0400944357641,905.3662849857758,33249.338179233964,33573.784058992205,-0.1094041701248738,-2.133055695547094,3.3799311279040234,-18.74405672816627,Xấu,Suy thoái,Trung bình
2020-08-22,8.0,-0.2916435527006467,907.314021413136,30807.76410778981,2020,8,3,5,Saturday,August,1,7.9843708328393035,7.841175771614494,-1.3345485102383883,-0.8024605778486665,896.4040042160105,905.5278017102715,32913.668625633676,33410.828158412,0.1094041701248738,2.9071624039194353,-0.6445914689169552,-0.600355539036812,Xấu,Suy thoái,Trung bình
2020-08-23,7.990908680398732,-0.1275426717198553,919.5060353387598,32202.47240866185,2020,8,3,6,Sunday,August,1,7.983072072896265,7.858545612128789,-1.4352622175931498,-0.8203569149121811,899.5989901174918,903.8791047646108,32751.584030112368,33437.19442807803,-0.009091319601267855,0.16410088098079137,1.3437479899886196,4.527132498133435,Xấu,Suy thoái,Trung bình
2020-08-24,8.0,-2.0700847663261523,854.2342448722578,30424.275790356267,2020,8,3,0,Monday,August,0,7.983072072896265,7.874667304009464,-1.614789916090651,-0.9044725563603094,894.9743120187452,900.7740074479555,32371.870574635417,33420.289623805234,0.009091319601267855,-1.942542094606297,-7.098571184739955,-5.521925756940583,Xấu,Suy thoái,Thấp
2020-08-25,8.0,-0.7566605506773082,892.7629182643101,33556.16618954289,2020,8,3,1,Tuesday,August,0,7.983072072896265,7.889702505513755,-1.4333820948429723,-0.8869684210875362,893.3705731673028,901.8772219011335,32822.80323668691,33547.36035810508,0.0,1.313424215648844,4.510317120079144,10.294050779605923,Xấu,Suy thoái,Thấp
2020-08-26,8.0,0.4437646040732594,897.535464648223,35851.887494764385,2020,8,3,2,Wednesday,August,0,7.983072072896265,7.909743913181277,-1.0095318792919676,-0.8132496821149566,895.4138760339272,901.8297556101277,33139.98207519702,33635.66846801024,0.0,1.2004251547505675,0.5345816102209522,6.841429060322479,Xấu,Chậm,Thấp
2020-08-27,8.0,-0.543246780846216,917.0930184069662,33843.12568005195,2020,8,3,3,Thursday,August,0,7.983072072896265,7.909743913181277,-0.9348885249738572,-0.764746106785204,900.2351623493217,901.4152004918833,32525.646999729906,33701.83820843452,0.0,-0.9870113849194755,2.1790285207736737,-5.602945772397017,Xấu,Suy thoái,Trung bình
2020-08-28,8.0,0.3291525301324314,905.895635091044,34627.011272765536,2020,8,3,4,Friday,August,0,7.9987012400569615,7.918571883611134,-0.43089445543778393,-0.7429350055196765,899.1916197192423,902.734443683147,33044.671849133236,33734.497609574966,0.0,0.8723993109786474,-1.2209648412079832,2.3162328448156133,Xấu,Chậm,Trung bình
2020-08-29,8.0,0.4401172154494728,879.708230938222,37902.82129873245,2020,8,3,5,Saturday,August,1,7.9987012400569615,7.9244073615290045,-0.32635720284490966,-0.7113461404716325,895.2479353656834,901.76888273718,34058.251447839335,33669.06163887496,0.0,0.1109646853170414,-2.890774956674802,9.46027365793296,Xấu,Chậm,Thấp
2020-08-30,8.0,-2.430775102118048,903.8431324473236,30456.84502757536,2020,8,3,6,Sunday,August,1,8.0,7.937451428038183,-0.6553904071875086,-0.7413387453755067,893.0103778097638,902.5201276785155,33808.87610768412,33656.50418504349,0.0,-2.8708923175675207,2.7435120714241146,-19.644913006531517,Xấu,Suy thoái,Trung bình
2020-08-31,8.0,-1.652623979302391,886.6144970035566,26831.377807163408,2020,8,3,0,Monday,August,0,8.0,7.949658632644582,-0.5957531518983998,-0.8027267623891715,897.636128114235,900.6534399973109,33295.604967228,33524.624741323896,0.0,0.778151122815657,-1.906153272096811,-11.90362040825137,Xấu,Suy thoái,Thấp
2020-09-01,8.0,-3.4238793266289567,852.4829152954283,34781.24396843289,2020,9,3,1,Tuesday,September,0,8.0,7.962982188375624,-0.9767844056057781,-0.8992365918230169,891.8818419758234,899.6217602181061,33470.616078498,33537.37302516277,0.0,-1.7712553473265658,-3.849653014188359,29.628989679192095,Xấu,Suy thoái,Thấp
2020-09-02,8.0,-0.5745424382150353,870.9907157061236,32356.86593157406,2020,9,3,2,Wednesday,September,0,8.0,7.965119624833778,-1.1222568402183917,-0.8345298692636103,888.089734984095,897.1072788736468,32971.327283756524,33353.01412223902,0.0,2.849336888413921,2.1710464900380533,-6.970360344383241,Xấu,Suy thoái,Thấp
2020-09-03,8.0,-2.1583646891925428,945.1019490530146,35132.08687172701,2020,9,3,3,Thursday,September,0,8.0,7.974580845071955,-1.3529879699821525,-0.8602186402388289,892.0910107906732,898.324811784689,33155.46459685296,33407.30467229788,0.0,-1.5838222509775075,8.50884309218014,8.576915162370135,Xấu,Suy thoái,Trung bình
2020-09-04,8.0,-0.9731141610054692,906.2514842384264,26374.795394727127,2020,9,3,4,Friday,September,0,8.0,7.974580845071955,-1.5390260687161386,-0.9263292635645561,892.1418463831563,898.7101418201307,31976.576614276044,33282.9609099093,0.0,1.1852505281870735,-4.110716823038619,-24.926761421757227,Xấu,Suy thoái,Trung bình
2020-09-05,8.0,-1.6819842479977989,869.9513997031526,31656.69912134213,2020,9,3,5,Saturday,September,1,8.0,7.990040704018766,-1.8421834206371772,-0.9246977371664189,890.748013349575,897.7416487831096,31084.27344607743,33075.395094268926,0.0,-0.7088700869923297,-4.005520009247632,20.02633062196557,Xấu,Suy thoái,Thấp
2020-09-06,8.0,-0.3591571387329901,882.8646303065161,34217.748344068474,2020,9,3,6,Sunday,September,1,8.0,7.996050150342463,-1.5462379972964548,-0.9107959068454818,887.7510844723168,897.1868926893995,31621.545348433585,33013.814045059735,0.0,1.3228271092648087,1.4843622997525951,8.09007032890472,Xấu,Suy thoái,Thấp
2020-09-07,8.0,-0.0753663170872311,901.7889110976053,30559.18966688328,2020,9,3,0,Monday,September,0,8.0,7.996050150342463,-1.3209154741228606,-0.8622791583177122,889.9188579143239,897.7359625018379,32154.08989982214,32844.70427958227,0.0,0.283790821645759,2.143508771499758,-10.691991303452875,Xấu,Suy thoái,Trung bình
2020-09-08,8.0,-0.6065146145782504,926.855796600832,34405.51540504591,2020,9,3,1,Tuesday,September,0,8.0,7.996050150342463,-0.9184348009727596,-0.9107198896615216,900.5435552436674,898.0472275365396,32100.414390766855,32944.15066882918,0.0,-0.5311482974910193,2.7796843800969917,12.586478175927729,Xấu,Suy thoái,Trung bình
2020-09-09,8.0,-1.535235211560568,939.5218219690298,33092.7988140772,2020,9,3,2,Wednesday,September,0,8.0,7.996050150342463,-1.0556766257364072,-0.9655178493996375,910.3337132812252,898.5441394209768,32205.547659695876,32913.183226187684,0.0,-0.9287205969823177,1.3665583594178798,-3.815424868700523,Xấu,Suy thoái,Trung bình
2020-09-10,8.0,-1.689187818089568,952.0789140949574,33093.732350387945,2020,9,3,3,Thursday,September,0,8.0,7.996050150342463,-0.9886513584359823,-1.0274672963508122,911.3304225729314,898.8979442331043,31914.354156647438,32868.103315774984,0.0,-0.153952606529,1.3365407627904613,0.002820965116878682,Xấu,Suy thoái,Trung bình
2020-09-11,8.0,-1.4838858340543215,890.3895807541704,33772.49783920575,2020,9,3,4,Friday,September,0,8.0,7.996050150342463,-1.061618740300104,-1.048487280367067,909.0644363608948,897.3710879584016,32971.168791572956,32992.2134775139,0.0,0.20530198403524658,-6.479434890061464,2.051039398128962,Xấu,Suy thoái,Thấp
2020-09-12,8.0,-1.573700003938579,899.2693622321705,38926.81107583559,2020,9,3,5,Saturday,September,1,8.0,7.996050150342463,-1.0461495625773582,-1.054499320087441,913.2527167221831,897.3179885432058,34009.75621364345,33078.59532711436,0.0,-0.08981416988425739,0.9972917102734735,15.261865619682746,Xấu,Suy thoái,Thấp
2020-09-13,8.0,-0.563676330325968,901.140104345046,32860.09398015479,2020,9,3,6,Sunday,September,1,8.0,7.996050150342463,-1.0753665899477836,-1.0415030827035114,915.8634987276873,898.7158481623541,33815.8055902272,33015.97310318346,0.0,1.010023673612611,0.20802911690795955,-15.584932153476117,Xấu,Suy thoái,Trung bình
2020-09-14,8.0,-2.0227925651984053,892.2787038772997,27494.247778367237,2020,9,3,0,Monday,September,0,8.0,7.996050150342463,-1.3535703396779515,-1.147704658986974,914.5048976962152,898.7662498598837,33377.956749010635,32827.19966302931,0.0,-1.4591162348724374,-0.983354355778765,-16.329369614792178,Xấu,Suy thoái,Thấp
2020-09-15,8.0,-0.3528040602972589,885.5044061310188,37221.9602898701,2020,9,3,1,Tuesday,September,0,8.0,7.996050150342463,-1.317325974780667,-1.1787132369889979,908.5975562005275,898.3783589299712,33780.30601827123,32956.69618678128,0.0,1.6699885049011465,-0.7592132051167377,35.380900724829885,Xấu,Suy thoái,Thấp
2020-09-16,8.0,-2.46437488020982,906.7335545567992,35641.29490783646,2020,9,3,2,Wednesday,September,0,8.0,7.996050150342463,-1.4500602131591316,-1.2337460371012041,903.9135179987803,899.0492443630817,34144.37688880827,33041.99701775266,0.0,-2.111570819912561,2.3974074300246118,-4.246593596156756,Xấu,Suy thoái,Trung bình
2020-09-17,8.0,-1.45888426286894,932.3604250029388,32384.47459149788,2020,9,3,3,Thursday,September,0,8.0,7.996050150342463,-1.4171597052704705,-1.2148250025498002,901.0965909856347,899.9949555223662,34043.05435182397,33108.15825229651,0.0,1.00549061734088,2.8262845592678776,-9.13777213976169,Xấu,Suy thoái,Trung bình
2020-09-18,8.0,-0.1163400625133276,919.5696863524026,27770.82352904725,2020,9,3,4,Friday,September,0,8.0,7.996050150342463,-1.2217960236217569,-1.1345967744741186,905.2651774996679,901.2062002480512,33185.67230751561,32912.79784909163,0.0,1.3425442003556125,-1.371866319883297,-14.246490395931522,Xấu,Suy thoái,Trung bình
2020-09-19,8.0,0.3800913541474515,881.2331189547141,33687.41060031223,2020,9,3,5,Saturday,September,1,8.0,7.996050150342463,-0.9426829724666097,-1.0864020539667705,902.6885713171741,901.1358370732347,32437.18652529799,32764.26249549131,0.0,0.49643141666077906,-4.168968156155273,21.305047238071452,Xấu,Chậm,Thấp
2020-09-20,8.0,-0.7393262341760929,883.4908453846374,30485.129896185845,2020,9,3,6,Sunday,September,1,8.0,7.999696956013291,-0.9677758158737705,-1.0044193965519708,900.1672486085444,900.1455174693361,32097.905941873858,32747.305581132772,0.0,-1.1194175883235444,0.2562008146722139,-9.505867762055608,Xấu,Suy thoái,Thấp
2020-09-21,8.0,0.1727290192593646,916.3080046378328,31388.15700374168,2020,9,3,0,Monday,September,0,8.0,7.999696956013291,-0.6541298752369462,-0.9889403108199705,903.6000058600491,900.4453169101594,32654.17868835592,32766.65201099783,0.0,0.9120552534354575,3.7144877532837572,2.962188813467437,Xấu,Chậm,Trung bình
2020-09-22,8.0,-3.848542620630076,934.4629710111632,27280.858663665706,2020,9,3,1,Tuesday,September,0,8.0,8.0,-1.1535210981416344,-1.1129736424503112,910.5940865572126,900.9438814325728,31234.021313183865,32602.59821949796,0.0,-4.021271639889441,1.9813170114677758,-13.08550336225971,Xấu,Suy thoái,Trung bình
2020-09-23,8.0,-2.119669894626144,861.1595557283729,35982.48036213556,2020,9,3,2,Wednesday,September,0,8.0,8.0,-1.1042775287725377,-1.1146264800603107,904.0835152960088,901.1747251277765,31282.762092369452,32787.87170522394,0.0,1.728872726003932,-7.8444430177335045,31.896436273317153,Xấu,Suy thoái,Thấp
2020-09-24,8.0,-0.6534961182692842,898.5923826336244,33931.122481669365,2020,9,3,3,Thursday,September,0,8.0,8.0,-0.9892220795440155,-1.1111876656467101,899.2595092432496,901.3690406067537,31503.71179096538,32800.37024829482,0.0,1.4661737763568596,4.346793420133466,-5.7009907594498195,Xấu,Suy thoái,Thấp
2020-09-25,8.0,-2.2829922241885696,929.8880045834142,31018.730250516062,2020,9,3,4,Friday,September,0,8.0,8.0,-1.298743816926193,-1.2020795599221044,900.7335547048227,902.4474586045934,31967.698465460922,32639.26500681987,0.0,-1.6294961059192854,3.4827383978114135,-8.583247526593517,Xấu,Suy thoái,Trung bình
2020-09-26,8.0,-1.4281151609659126,945.0227937190292,35050.66522634048,2020,9,3,5,Saturday,September,1,8.0,8.0,-1.5570590333709593,-1.231575172592761,909.8463653854391,903.3784511149955,32162.449126322095,32679.516325029494,0.0,0.854877063222657,1.6275926843895006,12.998388210160016,Xấu,Suy thoái,Trung bình
2020-09-27,8.0,-1.3492577043184288,890.3509484634785,38730.243950682525,2020,9,3,6,Sunday,September,1,8.0,8.0,-1.6441921005341502,-1.2875221804077897,910.8263801109879,902.8602948940767,33340.32256267877,32816.29074762673,0.0,0.07885745664748378,-5.785240908359035,10.497885562459587,Xấu,Suy thoái,Thấp
2020-09-28,8.0,-0.5699583528089304,930.9085036209552,33216.36747707954,2020,9,3,0,Monday,September,0,8.0,8.0,-1.7502902965439067,-1.3211913660164032,912.9121656800054,904.5669706501678,33601.49548744132,32660.075620238298,0.0,0.7792993515094985,4.555232431376499,-14.236616946240066,Xấu,Suy thoái,Trung bình
2020-09-29,8.0,-1.1963498490849782,897.851962217578,32388.33329047048,2020,9,3,1,Tuesday,September,0,8.0,8.0,-1.371405614894607,-1.2800438575819675,907.6820215666361,904.3672649758429,34331.134719842004,32724.4585623348,0.0,-0.6263914962760478,-3.5509978988049973,-2.4928499095526746,Xấu,Suy thoái,Thấp
2020-09-30,8.0,-0.9480541141927006,921.9792023164674,32257.85025967425,2020,9,3,2,Wednesday,September,0,8.0,8.0,-1.2040319319755437,-1.2565581954116445,916.3705425077924,905.5460884862733,33799.04470520467,32905.3409774185,0.0,0.24829573489227763,2.6872180620175046,-0.4028704707525699,Xấu,Suy thoái,Trung bình
2020-10-01,8.0,-2.998200684532108,927.4898302410744,33539.46542769398,2020,10,4,3,Thursday,October,0,8.0,8.0,-1.538989727155947,-1.2423689073417494,920.4987493088568,908.0463189844614,33743.0936974939,32863.948359393864,0.0,-2.0501465703394075,0.5976954697851644,3.973033409550797,Xấu,Suy thoái,Trung bình
2020-10-02,8.0,-3.896255378193689,962.651241143422,32081.23111553448,2020,10,4,4,Friday,October,0,8.0,8.0,-1.769455892013821,-1.3530926720077046,925.179211674572,911.1016698323715,33894.87953535368,32854.760532192544,0.0,-0.8980546936615807,3.791029265863588,-4.34781620268585,Xấu,Suy thoái,Trung bình
2020-10-03,8.0,-2.039905927125531,918.383217151877,29339.75331047903,2020,10,4,5,Saturday,October,1,8.0,8.0,-1.8568545728937664,-1.3491440466054707,921.3735578792647,910.2110454356668,33079.034975944895,32661.682746817612,0.0,1.8563494510681577,-4.598552632515607,-8.545425813562257,Xấu,Suy thoái,Trung bình
2020-10-04,8.0,0.914031353866786,894.2795279770996,33152.29861953917,2020,10,4,6,Sunday,October,1,8.0,8.0,-1.533527564581593,-1.286239196109729,921.9347835240677,909.8119802269559,32282.185642924418,32887.599520978016,0.0,2.9539372809923172,-2.6245785772880947,12.994469546880772,Xấu,Chậm,Thấp
2020-10-05,8.0,-0.5043181120273954,904.5125671543072,33594.88300739868,2020,10,4,0,Monday,October,0,8.0,8.0,-1.524150387327088,-1.246983658244049,918.1639354574037,910.9640191419945,32336.25929011287,32952.20565051323,0.0,-1.4183494658941815,1.1442774722077331,1.3350036235456164,Xấu,Suy thoái,Trung bình
2020-10-06,8.0,-1.0576187970335853,906.032971401449,35651.96318802283,2020,10,4,1,Tuesday,October,0,8.0,8.0,-1.5043316656054604,-1.2702657135207356,919.3326510550995,911.7362971784922,32802.49213262035,33000.01281197838,0.0,-0.5533006850061899,0.16809100308303737,6.123194952550115,Xấu,Suy thoái,Trung bình
2020-10-07,8.0,0.1870303055603801,919.1619066608756,29070.98526180855,2020,10,4,2,Wednesday,October,0,8.0,8.0,-1.3421767484978775,-1.2615191594324815,918.9301802471579,912.3153970306013,32347.22570435382,32950.405998475886,0.0,1.2446491025939654,1.449057117548258,-18.458949627843058,Xấu,Chậm,Trung bình
2020-10-08,8.0,-2.146345393018688,909.079063957171,30237.172449941925,2020,10,4,3,Thursday,October,0,8.0,8.0,-1.2204831354245318,-1.312846852047163,916.3000707780287,911.7228392758126,31875.469564674953,32811.46123330575,0.0,-2.333375698579068,-1.0969604626385632,4.011515872719418,Xấu,Suy thoái,Trung bình
2020-10-09,8.0,-0.6712375896965196,909.6407164635082,33765.76226270585,2020,10,4,4,Friday,October,0,8.0,8.0,-0.7597663084963647,-1.2840469313183613,908.7271386808983,910.7268024256284,32116.11687141372,32833.89334826004,0.0,1.4751078033221683,0.06178258070230758,11.669708265895418,Xấu,Suy thoái,Trung bình
2020-10-10,8.0,-0.5464656984860201,892.6753009412805,35392.26150486507,2020,10,4,5,Saturday,October,1,8.0,8.0,-0.546417704405006,-1.245956193998243,905.0545792222417,908.7466819871727,32980.76089918316,32910.510986742614,0.0,0.12477189121049947,-1.865067736653836,4.817007326843847,Xấu,Suy thoái,Thấp
2020-10-11,8.0,-2.2276078151369925,917.9220020954956,34603.5182269327,2020,10,4,6,Sunday,October,1,8.0,8.0,-0.9952232999769743,-1.2707469267009988,908.4320755248697,909.6644293652167,33188.077985953656,32938.21166633351,0.0,-1.6811421166509724,2.828206530145261,-2.228575525822074,Xấu,Suy thoái,Trung bình
2020-10-12,8.0,0.3757068133116195,895.4983323890242,32876.729360414625,2020,10,4,0,Monday,October,0,8.0,8.0,-0.8695054534999722,-1.2057666994593255,907.1443277012577,909.5387283704453,33085.48460781308,32736.542275819476,0.0,2.603314628448612,-2.4428731041723717,-4.990211848383885,Xấu,Chậm,Thấp
2020-10-13,8.0,-0.9844209524185324,867.1117473931439,28179.84735221712,2020,10,4,1,Tuesday,October,0,8.0,8.0,-0.8590486185549647,-1.2197915201957443,901.5841528429285,908.4044498053819,32018.039488412265,32580.534054888223,0.0,-1.360127765730152,-3.1699204754686794,-14.286342040619182,Xấu,Suy thoái,Thấp
2020-10-14,8.0,-1.846961348318328,870.2582295163107,26039.829659188857,2020,10,4,2,Wednesday,October,0,8.0,8.0,-1.1496188548233515,-1.213930479633075,894.5979132508477,907.6704339933489,31585.017259466596,32532.05345091561,0.0,-0.8625403958997956,0.36286927637947386,-7.594142247402525,Xấu,Suy thoái,Thấp
2020-10-15,8.0,-2.3230897934074983,949.2604548040912,35529.4512680279,2020,10,4,3,Thursday,October,0,8.0,8.0,-1.174868054878896,-1.2796066707367497,900.338111943265,909.7956356157846,32341.057090621733,32475.636483520866,0.0,-0.4761284450891703,9.078021052635133,36.442717686866175,Xấu,Suy thoái,Trung bình
2020-10-16,8.0,1.2524358053443088,929.4529646097478,31525.50584947413,2020,10,4,4,Friday,October,0,8.0,8.0,-0.9000575698730634,-1.155712981218279,903.1684331070135,910.5529492842163,32021.02046016006,32338.44351490879,0.0,3.575525598751807,-2.086623338631677,-11.26937027073318,Xấu,Chậm,Trung bình
2020-10-17,8.0,1.2909425725907415,858.3128259970921,27563.803759129325,2020,10,4,5,Saturday,October,1,8.0,8.0,-0.6375706740049545,-1.064052086702956,898.2595081149865,908.0846959840213,30902.669353626377,32177.754487163173,0.0,0.03850676724643276,-7.653979418154366,-12.566656691444944,Xấu,Chậm,Thấp
2020-10-18,8.0,1.4397524063392728,941.5281845553156,34191.72736015708,2020,10,4,6,Sunday,October,1,8.0,8.0,-0.11366207093691659,-1.0121823377412027,901.6318198949608,908.8166459241183,30843.84208694415,32391.784614866832,0.0,0.1488098337485313,9.695224868806228,24.04575093824828,Xấu,Chậm,Trung bình
2020-10-19,8.0,-0.1465844412196922,922.767857693603,33343.574271908125,2020,10,4,0,Monday,October,0,8.0,8.0,-0.18827510729853253,-1.029738197586774,905.5274663670435,910.2011372154149,30910.534217157507,32380.323403920032,0.0,-1.586336847558965,-1.9925401246031926,-2.4805798177874094,Xấu,Suy thoái,Trung bình
2020-10-20,8.0,-1.0625931278995224,877.3810623339997,31657.97476939968,2020,10,4,1,Tuesday,October,0,8.0,8.0,-0.19944256093867394,-1.0405137607108885,906.9945113585943,909.9974777803934,31407.409562469296,32419.418233027158,0.0,-0.9160086866798303,-4.918549663513916,-5.05524539379858,Xấu,Suy thoái,Thấp
2020-10-21,8.0,-1.0983396267947498,870.3422667854725,29189.23204835269,2020,10,4,2,Wednesday,October,0,8.0,8.0,-0.09249660072101995,-1.082882715579359,907.0065166827602,908.4652865186482,31857.324189492705,32346.120734514196,0.0,-0.03574649889522741,-0.8022506811125707,-7.798170094674706,Xấu,Suy thoái,Thấp
2020-10-22,8.0,0.3920022863445993,927.5494981800692,27788.49818913047,2020,10,4,3,Thursday,October,0,8.0,8.0,0.2953736963864226,-0.9415312186802031,903.904951450757,908.2348374242785,30751.473749650213,32363.042052029687,0.0,1.4903419131393492,6.572957970418503,-4.798803397437346,Xấu,Chậm,Trung bình
2020-10-23,8.0,-0.059228812011784,870.5253781938507,31826.100550008927,2020,10,4,4,Friday,October,0,8.0,8.0,0.10799303676412361,-0.8728498492597244,895.4867248199146,908.547031506461,30794.415849726614,32224.49605829213,0.0,-0.4512310983563833,-6.1478250053614065,14.529760958646465,Xấu,Suy thoái,Thấp
2020-10-24,8.0,-1.9683444548636355,903.1612651843787,28497.923515245388,2020,10,4,5,Saturday,October,1,8.0,8.0,-0.3576193957293588,-0.9166781271462028,901.8936447038128,908.699327591486,30927.861529171765,32043.389426077996,0.0,-1.9091156428518514,3.7489874285159264,-10.457382391329762,Xấu,Suy thoái,Trung bình
2020-10-25,8.0,-0.680218065857463,852.2101879940499,33821.4242138812,2020,10,4,6,Sunday,October,1,8.0,8.0,-0.6604723203288926,-0.8632523218684992,889.1339309093463,906.1100670385073,30874.961079703782,32136.812558190173,0.0,1.2881263890061725,-5.641415232741109,18.680310850676275,Xấu,Suy thoái,Thấp
2020-10-26,8.0,-0.4475100455828522,906.7174240219398,36592.421289921534,2020,10,4,0,Monday,October,0,8.0,8.0,-0.7034616923807724,-0.8305654846890639,886.8410118133943,904.8332213819376,31339.082082277127,32188.204426976205,0.0,0.23270802027461085,6.3959850276127606,8.193023033320546,Xấu,Suy thoái,Trung bình
2020-10-27,8.0,-1.429405541125253,903.6689250909684,34129.89408710916,2020,10,4,1,Tuesday,October,0,8.0,8.0,-0.7558634656987342,-0.8332370792492914,890.5964207786756,905.2771539361873,31692.213413378482,32034.859431523757,0.0,-0.9818954955424009,-0.336212677754566,-6.729609891900246,Xấu,Suy thoái,Trung bình
2020-10-28,8.0,-0.9594083087961176,878.9402493657973,30511.29724734716,2020,10,4,2,Wednesday,October,0,8.0,8.0,-0.7360161345560723,-0.8462187444488642,891.8247040044362,903.5448787943486,31881.079870377693,31944.690423866014,0.0,0.4699972323291355,-2.7364751667964926,-10.602426220621474,Xấu,Suy thoái,Thấp
2020-10-29,8.0,0.7495767431869393,862.6841029382615,30421.28440661228,2020,10,4,3,Thursday,October,0,8.0,8.0,-0.6849340692928808,-0.781354524706467,882.5582189698924,902.3726168183714,32257.192187160806,31879.122127737402,0.0,1.708985051983057,-1.8495166695649101,-0.2950147940455228,Xấu,Chậm,Thấp
2020-10-30,8.0,-0.1050756230555587,891.1515096512392,36243.2262180212,2020,10,4,4,Friday,October,0,8.0,8.0,-0.6914836137277058,-0.7532552416685623,885.5048091780907,901.3450270628638,32888.21013973399,32011.967993015638,0.0,-0.8546523662424981,3.2998645293241147,19.137725197899513,Xấu,Suy thoái,Thấp
2020-10-31,8.0,-0.7210058377761981,874.9395884022073,38935.44738332016,2020,10,4,5,Saturday,October,1,8.0,8.0,-0.5132923827152148,-0.6773487467766987,881.4731410663519,899.5933523349016,34379.28497803038,32191.834058203174,0.0,-0.6159302147206394,-1.819210434303875,7.428205064041227,Xấu,Suy thoái,Thấp
2020-11-01,8.0,-0.6901792897729725,919.0133064279628,33741.39729235449,2020,11,4,6,Sunday,November,1,8.0,8.0,-0.5147154147031446,-0.5704795438293414,891.016443699768,898.138754511053,34367.852560669424,32247.172930763845,0.0,0.030826548003225596,5.03734413323802,-13.34015772267917,Xấu,Suy thoái,Trung bình
2020-11-02,8.0,-1.129820699733426,901.3143441593731,32058.99399511453,2020,11,4,0,Monday,November,0,8.0,8.0,-0.6121883652960838,-0.5401433695829378,890.2445751479728,897.5697920779695,33720.220089982715,32337.81428691836,0.0,-0.4396414099604534,-1.9258657241190913,-4.986169608397272,Xấu,Suy thoái,Trung bình
2020-11-03,8.0,1.2105230015913513,883.275246449765,28390.591061262767,2020,11,4,1,Tuesday,November,0,8.0,8.0,-0.23505571633656888,-0.5302603146587858,887.3311924849438,897.2029826937251,32900.319657718945,32179.090701642483,0.0,2.340343701324777,-2.0014213494441435,-11.442663903960282,Xấu,Chậm,Thấp
2020-11-04,8.0,1.5797093376543183,875.8897629609081,37417.3504163322,2020,11,4,2,Wednesday,November,0,8.0,8.0,0.1276753760134934,-0.4607927330027286,886.8954087128168,896.2488892206118,33886.89868185966,32306.506281940266,0.0,0.369186336062967,-0.8361474544364311,31.794897596851722,Xấu,Chậm,Thấp
2020-11-05,8.0,-1.5535882417079945,917.0694923755584,37385.18986938561,2020,11,4,3,Thursday,November,0,8.0,8.0,-0.20134819325721143,-0.47732504782520896,894.6647500610019,896.616773253082,34881.74231939871,32364.280504652357,0.0,-3.1332975793623126,4.7014739931933835,-0.08595089333890416,Xấu,Suy thoái,Trung bình
2020-11-06,8.0,-1.2035803601023618,882.5495725815407,29455.7298079214,2020,11,4,4,Friday,November,0,8.0,8.0,-0.35827744140675477,-0.5236787366806337,893.4359019081879,895.3963621171041,33912.09997509874,32377.105322856118,0.0,0.3500078816056327,-3.764155288232085,-21.21016394237327,Xấu,Suy thoái,Thấp
2020-11-07,8.0,-2.2239402667622565,901.0225040477768,30190.080306824075,2020,11,4,5,Saturday,November,1,8.0,8.0,-0.5729823598333346,-0.526265232472086,897.1620327146977,895.1278101201244,32662.761821313583,32375.535584752193,0.0,-1.0203599066598947,2.0931324471894497,2.4930650290837075,Xấu,Suy thoái,Trung bình
2020-11-08,8.0,-2.555895646203627,909.9264069664335,35000.58688482677,2020,11,4,6,Sunday,November,1,8.0,8.0,-0.8395132678948567,-0.5890871676889895,895.8639042201937,895.1373331368886,32842.64604880963,32416.696405489558,0.0,-0.33195537944137055,0.9881998372578416,15.934063537139199,Xấu,Suy thoái,Trung bình
